Date,difficulty,market-price
2014-05-21T00:00:00,8853416309.1278,488.12
2014-05-25T00:00:00,10455720138.4848,527.91
2014-05-29T00:00:00,10455720138.4848,581
2014-06-02T00:00:00,10455720138.4848,630.71
2014-06-06T00:00:00,11756551916.904,661.48
2014-06-10T00:00:00,11756551916.904,648.81
2014-06-14T00:00:00,11756551916.904,591.55
2014-06-18T00:00:00,13462580114.5253,608
2014-06-22T00:00:00,13462580114.5253,590.96
2014-06-26T00:00:00,13462580114.5253,560.76
2014-06-30T00:00:00,16818461371.1611,599.99
2014-07-04T00:00:00,16818461371.1611,645.35
2014-07-08T00:00:00,16818461371.1611,624.35
2014-07-12T00:00:00,16818461371.1611,634
2014-07-16T00:00:00,17336316978.5078,624.07
2014-07-20T00:00:00,17336316978.5078,630
2014-07-24T00:00:00,17336316978.5078,620.43
2014-07-28T00:00:00,18736441558.3102,593.68
2014-08-01T00:00:00,18736441558.3102,582.04
2014-08-05T00:00:00,18736441558.3102,588.5
2014-08-09T00:00:00,19729645940.5771,588.98
2014-08-13T00:00:00,19729645940.5771,569.01
2014-08-17T00:00:00,19729645940.5771,523.88
2014-08-21T00:00:00,23844670038.8033,518.82
2014-08-25T00:00:00,23844670038.8033,508.03
2014-08-29T00:00:00,23844670038.8033,506.61
2014-09-02T00:00:00,27428630902.2579,476.36
2014-09-06T00:00:00,27428630902.2579,485.91
2014-09-10T00:00:00,27428630902.2579,473.35
2014-09-14T00:00:00,29829733124.0404,476.92
2014-09-18T00:00:00,29829733124.0404,453.9
2014-09-22T00:00:00,29829733124.0404,401.15
2014-09-26T00:00:00,34661425923.9769,410.19
2014-09-30T00:00:00,34661425923.9769,373.87
2014-10-04T00:00:00,34661425923.9769,358.9
2014-10-08T00:00:00,34661425923.9769,334.06
2014-10-12T00:00:00,35002482026.1332,361.95
2014-10-16T00:00:00,35002482026.1332,394.84
2014-10-20T00:00:00,35002482026.1332,389.44
2014-10-24T00:00:00,35985640265.0762,357.2
2014-10-28T00:00:00,35985640265.0762,350.9
2014-11-01T00:00:00,35985640265.0762,337.79
2014-11-05T00:00:00,39603666252.4184,330.23
2014-11-09T00:00:00,39603666252.4184,346.94
2014-11-13T00:00:00,39603666252.4184,420.19
2014-11-17T00:00:00,39603666252.4184,389.87
2014-11-21T00:00:00,40300030327.8914,356.47
2014-11-25T00:00:00,40300030327.8914,374.58
2014-11-29T00:00:00,40300030327.8914,376.98
2014-12-03T00:00:00,40300030327.8914,379.62
2014-12-07T00:00:00,40007470271.2713,375.05
2014-12-11T00:00:00,40007470271.2713,348.79
2014-12-15T00:00:00,40007470271.2713,357.8
2014-12-19T00:00:00,39457671307.1387,312.26
2014-12-23T00:00:00,39457671307.1387,331.98
2014-12-27T00:00:00,39457671307.1387,329.94
2014-12-31T00:00:00,40640955016.5765,311
2015-01-04T00:00:00,40640955016.5765,285.09
2015-01-08T00:00:00,40640955016.5765,297.99
2015-01-12T00:00:00,43971662056.0896,269.68
2015-01-16T00:00:00,43971662056.0896,210.21
2015-01-20T00:00:00,43971662056.0896,216.01
2015-01-24T00:00:00,43971662056.0896,233.71
2015-01-28T00:00:00,41272873894.697,263.52
2015-02-01T00:00:00,41272873894.697,219.25
2015-02-05T00:00:00,41272873894.697,226.71
2015-02-09T00:00:00,44455415962.3438,223.93
2015-02-13T00:00:00,44455415962.3438,222.33
2015-02-17T00:00:00,44455415962.3438,234.5
2015-02-21T00:00:00,44455415962.3438,245.78
2015-02-25T00:00:00,46684376316.8603,239.94
2015-03-01T00:00:00,46684376316.8603,253.5
2015-03-05T00:00:00,46684376316.8603,270.06
2015-03-09T00:00:00,47427554950.6483,275
2015-03-13T00:00:00,47427554950.6483,294.9
2015-03-17T00:00:00,47427554950.6483,289.28
2015-03-21T00:00:00,47427554950.6483,262.1
2015-03-25T00:00:00,46717549644.7064,245
2015-03-29T00:00:00,46717549644.7064,252.96
2015-04-02T00:00:00,46717549644.7064,246.49
2015-04-06T00:00:00,49446390688.2414,260.52
2015-04-10T00:00:00,49446390688.2414,243
2015-04-14T00:00:00,49446390688.2414,223.01
2015-04-18T00:00:00,49446390688.2414,222.64
2015-04-22T00:00:00,47610564513.4713,235.85
2015-04-26T00:00:00,47610564513.4713,226.29
2015-04-30T00:00:00,47610564513.4713,225.62
2015-05-04T00:00:00,47643398017.8034,239.47
2015-05-08T00:00:00,47643398017.8034,237.16
2015-05-12T00:00:00,47643398017.8034,240.95
2015-05-16T00:00:00,47643398017.8034,237.37
2015-05-20T00:00:00,48807487244.6814,231.4
2015-05-24T00:00:00,48807487244.6814,237.76
2015-05-28T00:00:00,48807487244.6814,235.31
2015-06-01T00:00:00,48807487244.6814,228.34
2015-06-05T00:00:00,47589591153.625,222.88
2015-06-09T00:00:00,47589591153.625,227.66
2015-06-13T00:00:00,47589591153.625,229.6
